As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-12-01,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,65301,65301,0,Match
2024-12-01,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,16262,16262,0,Match
2024-12-01,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,8764,8763.56,0.44,Break
2024-12-01,Beta Ltd,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,17209,17209,0,Match
2024-12-01,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,92671,92670,1,Break
2024-12-01,Alpha Corp,10004,2,CAD,EQUITY,RETAINED EARNINGS,88496,88496,0,Match
2024-12-01,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,89831,89831,0,Match
2024-12-01,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,48460,48460,0,Match
2024-12-01,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,6502,6502,0,Match
2024-12-01,Delta LLC,10005,6,USD,REVENUE,EXPENSES,26860,26860,0,Match
2024-12-01,Alpha Corp,10006,4,EUR,FIXED ASSETS,DEPRECIATION,57927,57927,0,Match
2024-12-01,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,841550,84155,757395,Break
2024-12-01,Gamma Inc,10006,4,EUR,FIXED ASSETS,DEPRECIATION,71449,71449,0,Match
2024-12-01,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,82449,82449,0,Match
2024-12-01,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,64060,64060,0,Match
2024-12-01,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,1241,1241,0,Match
2024-12-01,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,65836,65836,0,Match
2024-12-01,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,66668,66668,0,Match
2024-12-01,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,21133,21133,0,Match
2024-12-01,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,64120,64120,0,Match
2024-12-01,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,50961,50961,0,Match
2024-12-01,Zeta Group,10010,10,USD,TAXES,ACCRUED LIABILITIES,84643,84643,0,Match
2024-12-02,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,68618,68618,0,Match
2024-12-02,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,73844,73844,0,Match
2024-12-02,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,40270,40270,0,Match
2024-12-02,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,97295,97295,0,Match
2024-12-02,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,43405,43405,0,Match
2024-12-02,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,69964,69964,0,Match
2024-12-02,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,95196,95196,0,Match
2024-12-02,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,26910,26910,0,Match
2024-12-02,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,87894,87894,0,Match
2024-12-02,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,58258,58258,0,Match
2024-12-02,Delta LLC,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,15800,15800,0,Match
2024-12-02,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,44712,44712,0,Match
2024-12-02,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,17360,17360,0,Match
2024-12-02,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,29293,29293,0,Match
2024-12-02,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,97398,97398,0,Match
2024-12-02,Zeta Group,10010,10,USD,TAXES,ACCRUED LIABILITIES,20044,20044,0,Match
2024-12-03,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,28835,28835,0,Match
2024-12-03,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,44353,44352,1,Break
2024-12-03,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,997900,99790,898110,Break
2024-12-03,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,34443,34443,0,Match
2024-12-03,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,37927,37927,0,Match
2024-12-03,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,4452,4452,0,Match
2024-12-03,Delta LLC,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,42166,42166,0,Match
2024-12-03,Gamma Inc,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,780370,78037,702333,Break
2024-12-03,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,89791,89791,0,Match
2024-12-03,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,58313,58313,0,Match
2024-12-04,Beta Ltd,10001,5,GBP,LOANS,DEFERRED COSTS,55337,55337,0,Match
2024-12-04,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,3654,3654,0,Match
2024-12-04,Beta Ltd,10001,5,JPY,LOANS,DEFERRED COSTS,81937,81937,0,Match
2024-12-04,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,34224,34224,0,Match
2024-12-04,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,67002,67002,0,Match
2024-12-04,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,15480,15483,-3,Break
2024-12-04,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,68260,68260,0,Match
2024-12-04,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,59120,59120,0,Match
2024-12-04,Alpha Corp,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,81803,81803,0,Match
2024-12-04,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,32692,32692,0,Match
2024-12-04,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,19965,19965,0,Match
2024-12-04,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,81559,81559,0,Match
2024-12-04,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,93555,93555,0,Match
2024-12-04,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,29073,29073,0,Match
2024-12-04,Delta LLC,10005,6,GBP,REVENUE,EXPENSES,47759,47759,0,Match
2024-12-04,Alpha Corp,10007,8,USD,BONDS,INTEREST PAYABLE,89508,89508,0,Match
2024-12-04,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,83000,83000,0,Match
2024-12-04,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,19422,19422,0,Match
2024-12-04,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,1061,1061,0,Match
2024-12-04,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,63849,63849,0,Match
2024-12-04,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,5340,5340,0,Match
2024-12-04,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,78309,78309,0,Match
2024-12-04,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,13864,13864,0,Match
2024-12-05,Zeta Group,10002,3,JPY,CASH,ACCOUNTS PAYABLE,26767,26767,0,Match
2024-12-05,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,99868,99868,0,Match
2024-12-05,Alpha Corp,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,77036,77036,0,Match
2024-12-05,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,6235,6235,0,Match
2024-12-05,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,34720,34720,0,Match
2024-12-05,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,24328,24328,0,Match
2024-12-05,Gamma Inc,10004,2,CAD,EQUITY,RETAINED EARNINGS,7562,7562,0,Match
2024-12-05,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,61990,61990,0,Match
2024-12-05,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,23652,23652,0,Match
2024-12-05,Alpha Corp,10005,6,GBP,REVENUE,EXPENSES,70166,70166,0,Match
2024-12-05,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,9328,9328,0,Match
2024-12-05,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,31041,31041,0,Match
2024-12-05,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,57294,57296,-2,Break
2024-12-05,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,41239,41239,0,Match
2024-12-05,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,3136,3136,0,Match
2024-12-05,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,6929,6929,0,Match
2024-12-05,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,90991,90991,0,Match
2024-12-05,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,53588,53588,0,Match
2024-12-05,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,67145,67145,0,Match
2024-12-05,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,80912,80912,0,Match
2024-12-05,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,1752,1753,-1,Break
2024-12-05,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,31333,31333,0,Match
2024-12-06,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,76258,76258,0,Match
2024-12-06,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,2066,2066,0,Match
2024-12-06,Zeta Group,10001,5,EUR,LOANS,DEFERRED COSTS,31493,31493.92,-0.92,Break
2024-12-06,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,2962,29627,-26665,Break
2024-12-06,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,60237,60237,0,Match
2024-12-06,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,47705,47705,0,Match
2024-12-06,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,18218,18218,0,Match
2024-12-06,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,38329,38329,0,Match
2024-12-06,Delta LLC,10005,6,CAD,REVENUE,EXPENSES,21503,21503,0,Match
2024-12-06,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,41962,41962,0,Match
2024-12-06,Alpha Corp,10006,4,USD,FIXED ASSETS,DEPRECIATION,25645,25645,0,Match
2024-12-06,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,77715,77715,0,Match
2024-12-06,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,80942,80942,0,Match
2024-12-06,Zeta Group,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,36088,36088,0,Match
2024-12-06,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,36399,36399,0,Match
2024-12-06,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,11790,11790,0,Match
2024-12-06,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,71350,71350,0,Match
2024-12-06,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,18200,18200,0,Match
2024-12-06,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,20151,20151,0,Match
2024-12-07,Beta Ltd,10002,3,EUR,CASH,ACCOUNTS PAYABLE,61985,61985,0,Match
2024-12-07,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,97594,97594,0,Match
2024-12-07,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,7921,79212,-71291,Break
2024-12-07,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,5577,5577,0,Match
2024-12-07,Beta Ltd,10005,6,GBP,REVENUE,EXPENSES,41744,41744,0,Match
2024-12-07,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,77775,77775,0,Match
2024-12-07,Zeta Group,10005,6,USD,REVENUE,EXPENSES,20410,20415,-5,Break
2024-12-07,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,56485,56485,0,Match
2024-12-07,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,43719,43719,0,Match
2024-12-07,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,8600,4600,4000,Break
2024-12-07,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,17948,17948.14,-0.14,Break
2024-12-07,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,29123,29123,0,Match
2024-12-07,Alpha Corp,10007,8,CAD,BONDS,INTEREST PAYABLE,15867,15867,0,Match
2024-12-07,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,2536,25368,-22832,Break
2024-12-07,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,38861,38861,0,Match
2024-12-07,Delta LLC,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,44956,44956,0,Match
2024-12-07,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,54288,54288,0,Match
2024-12-08,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,68825,68825,0,Match
2024-12-08,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,90258,90258,0,Match
2024-12-08,Beta Ltd,10002,3,EUR,CASH,ACCOUNTS PAYABLE,94034,94034.76,-0.76,Break
2024-12-08,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,41598,41598,0,Match
2024-12-08,Gamma Inc,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,26978,26978,0,Match
2024-12-08,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,1580,1580.56,-0.56,Break
2024-12-08,Alpha Corp,10004,2,CAD,EQUITY,RETAINED EARNINGS,92678,92678,0,Match
2024-12-08,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,6256,6256,0,Match
2024-12-08,Gamma Inc,10006,4,EUR,FIXED ASSETS,DEPRECIATION,30286,30286,0,Match
2024-12-08,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,8378,8378,0,Match
2024-12-08,Delta LLC,10010,10,JPY,TAXES,ACCRUED LIABILITIES,53747,53747,0,Match
2024-12-08,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,54753,54753,0,Match
2024-12-09,Alpha Corp,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,79243,79243,0,Match
2024-12-09,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,45458,45458,0,Match
2024-12-09,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,84652,84652,0,Match
2024-12-09,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,27912,27912,0,Match
2024-12-09,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,23606,23606,0,Match
2024-12-09,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,43383,43383,0,Match
2024-12-09,Gamma Inc,10004,2,EUR,EQUITY,RETAINED EARNINGS,70862,70862,0,Match
2024-12-09,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,54212,54212,0,Match
2024-12-09,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,26973,26973,0,Match
2024-12-09,Gamma Inc,10006,4,CAD,FIXED ASSETS,DEPRECIATION,47674,47674,0,Match
2024-12-09,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,37236,37236,0,Match
2024-12-09,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,34564,34564,0,Match
2024-12-09,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,46621,46621,0,Match
2024-12-09,Zeta Group,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,77217,77217,0,Match
2024-12-09,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,51098,51098,0,Match
2024-12-09,Delta LLC,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,35233,35233,0,Match
2024-12-09,Delta LLC,10010,10,JPY,TAXES,ACCRUED LIABILITIES,25717,25717,0,Match
2024-12-09,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,89238,89238,0,Match
2024-12-10,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,71578,71578,0,Match
2024-12-10,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,59177,59177,0,Match
2024-12-10,Beta Ltd,10002,3,CAD,CASH,ACCOUNTS PAYABLE,40551,40551,0,Match
2024-12-10,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,51035,51035,0,Match
2024-12-10,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,45478,45478,0,Match
2024-12-10,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,12825,12825,0,Match
2024-12-10,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,18032,18032,0,Match
2024-12-10,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,95308,95308,0,Match
2024-12-10,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,9620,9620,0,Match
2024-12-10,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,701160,70116,631044,Break
2024-12-10,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,10402,10402,0,Match
2024-12-10,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,32613,32613,0,Match
2024-12-10,Beta Ltd,10007,8,EUR,BONDS,INTEREST PAYABLE,43018,43018,0,Match
2024-12-10,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,47457,47457,0,Match
2024-12-10,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,78805,78805,0,Match
2024-12-10,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,24159,24159,0,Match
2024-12-11,Delta LLC,10001,5,USD,LOANS,DEFERRED COSTS,13664,13664,0,Match
2024-12-11,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,7267,7267,0,Match
2024-12-11,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,29316,29316.63,-0.63,Break
2024-12-11,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,44946,44946,0,Match
2024-12-11,Alpha Corp,10002,3,EUR,CASH,ACCOUNTS PAYABLE,91013,91013,0,Match
2024-12-11,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,70656,70656,0,Match
2024-12-11,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,95778,95778,0,Match
2024-12-11,Delta LLC,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,34268,34268,0,Match
2024-12-11,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,18851,18861,-10,Break
2024-12-11,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,12598,12598,0,Match
2024-12-11,Gamma Inc,10006,4,GBP,FIXED ASSETS,DEPRECIATION,98411,98411,0,Match
2024-12-11,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,38578,38578,0,Match
2024-12-11,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,93600,93600,0,Match
2024-12-11,Alpha Corp,10007,8,CAD,BONDS,INTEREST PAYABLE,60029,60029,0,Match
2024-12-11,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,57667,57667,0,Match
2024-12-11,Delta LLC,10007,8,JPY,BONDS,INTEREST PAYABLE,35532,35532,0,Match
2024-12-11,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,65666,65666,0,Match
2024-12-11,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,51969,51969,0,Match
2024-12-11,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,25992,25992,0,Match
2024-12-11,Gamma Inc,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,12205,12205,0,Match
2024-12-11,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,32872,32872,0,Match
2024-12-12,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,49720,49720.26,-0.26,Break
2024-12-12,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,42718,42718,0,Match
2024-12-12,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,20466,20466,0,Match
2024-12-12,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,6445,64455,-58010,Break
2024-12-12,Alpha Corp,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,29874,29874,0,Match
2024-12-12,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,39924,39924,0,Match
2024-12-12,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,46273,46263,10,Break
2024-12-12,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,6487,64875,-58388,Break
2024-12-12,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,14808,14808,0,Match
2024-12-12,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,85983,85983,0,Match
2024-12-12,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,4909,4909,0,Match
2024-12-12,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,37929,37929,0,Match
2024-12-12,Alpha Corp,10006,4,USD,FIXED ASSETS,DEPRECIATION,11845,11845,0,Match
2024-12-12,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,53167,53167,0,Match
2024-12-12,Beta Ltd,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,19698,19698,0,Match
2024-12-12,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,62816,62816,0,Match
2024-12-12,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,4331,4331,0,Match
2024-12-13,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,45664,45664,0,Match
2024-12-13,Alpha Corp,10005,6,GBP,REVENUE,EXPENSES,71412,71412,0,Match
2024-12-13,Alpha Corp,10006,4,USD,FIXED ASSETS,DEPRECIATION,32683,32683,0,Match
2024-12-13,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,82707,82707,0,Match
2024-12-13,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,31420,31420,0,Match
2024-12-13,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,43162,43162,0,Match
2024-12-13,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,30400,30400,0,Match
2024-12-14,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,82310,82350,-40,Break
2024-12-14,Zeta Group,10001,5,JPY,LOANS,DEFERRED COSTS,5042,5042,0,Match
2024-12-14,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,5624,5624,0,Match
2024-12-14,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,83550,83550,0,Match
2024-12-14,Beta Ltd,10007,8,EUR,BONDS,INTEREST PAYABLE,59399,59399,0,Match
2024-12-14,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,27774,27774,0,Match
2024-12-14,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,73538,73538,0,Match
2024-12-14,Delta LLC,10007,8,JPY,BONDS,INTEREST PAYABLE,93972,93972,0,Match
2024-12-14,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,92455,92455,0,Match
2024-12-14,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,82690,82690,0,Match
2024-12-14,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,18781,18781,0,Match
2024-12-14,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,43760,43760,0,Match
2024-12-15,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,34509,34509,0,Match
2024-12-15,Zeta Group,10002,3,CAD,CASH,ACCOUNTS PAYABLE,44931,44931,0,Match
2024-12-15,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,27165,27165,0,Match
2024-12-15,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,67307,67307,0,Match
2024-12-15,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,48633,48633,0,Match
2024-12-15,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,57248,57248,0,Match
2024-12-15,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,46843,46843,0,Match
2024-12-15,Gamma Inc,10004,2,CAD,EQUITY,RETAINED EARNINGS,99276,99276,0,Match
2024-12-15,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,22509,22508.23,0.77,Break
2024-12-15,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,73483,73483,0,Match
2024-12-15,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,96740,96740,0,Match
2024-12-15,Alpha Corp,10005,6,GBP,REVENUE,EXPENSES,28875,28875,0,Match
2024-12-15,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,89351,89351,0,Match
2024-12-15,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,34808,34808,0,Match
2024-12-15,Gamma Inc,10006,4,CAD,FIXED ASSETS,DEPRECIATION,89814,89814,0,Match
2024-12-15,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,32169,32169,0,Match
2024-12-15,Delta LLC,10006,4,CAD,FIXED ASSETS,DEPRECIATION,66055,66065,-10,Break
2024-12-15,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,34507,34507,0,Match
2024-12-15,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,56330,56330,0,Match
2024-12-15,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,95910,95910,0,Match
2024-12-15,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,3017,3017,0,Match
2024-12-15,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,41456,41456,0,Match
2024-12-15,Gamma Inc,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,38209,38209,0,Match
2024-12-15,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,44401,44401,0,Match
2024-12-15,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,54281,54281,0,Match
2024-12-15,Beta Ltd,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,65972,65972,0,Match
