As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2025-01-29,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,38461.34,38461.34,0.0,Match
2025-01-29,Alpha Corp,10006,4,EUR,FIXED ASSETS,DEPRECIATION,6920.9,6920.9,0.0,Match
2025-01-29,Beta Ltd,10006,4,GBP,FIXED ASSETS,DEPRECIATION,45939.78,45939.78,0.0,Match
2025-01-29,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,62813.67,62813.67,0.0,Match
2025-01-29,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,80398.18,81418.19,-1020.01,Break
2025-01-29,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,68057.23,68057.23,0.0,Match
2025-01-29,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,14026.15,14026.15,0.0,Match
2025-01-30,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,2397.64,2397.64,0.0,Match
2025-01-30,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,33217.8,33217.8,0.0,Match
2025-01-30,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,50679.86,50679.86,0.0,Match
2025-01-30,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,90264.12,90264.12,0.0,Match
2025-01-30,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,54150.6,53492.78,657.82,Break
2025-01-30,Zeta Group,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,12875.19,12875.19,0.0,Match
2025-01-30,Beta Ltd,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,12443.67,12443.67,0.0,Match
2025-01-30,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,73750.32,73750.32,0.0,Match
2025-01-30,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,56255.43,56255.43,0.0,Match
2025-01-30,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,8719.24,8719.24,0.0,Match
2025-01-30,Beta Ltd,10005,6,GBP,REVENUE,EXPENSES,56514.91,56514.91,0.0,Match
2025-01-30,Delta LLC,10007,8,GBP,BONDS,INTEREST PAYABLE,9047.99,9047.99,0.0,Match
2025-01-30,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,59313.64,59313.64,0.0,Match
2025-01-30,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,82231.17,82231.17,0.0,Match
2025-01-30,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,58700.63,58700.63,0.0,Match
2025-01-30,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,20169.32,20169.32,0.0,Match
2025-01-30,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,77973.55,77973.55,0.0,Match
2025-01-30,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,69849.82,69849.82,0.0,Match
2025-01-30,Zeta Group,10010,10,JPY,TAXES,ACCRUED LIABILITIES,23469.53,23469.53,0.0,Match
2025-01-30,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,53250.78,53250.78,0.0,Match
2025-01-31,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,51948.18,51948.18,0.0,Match
2025-01-31,Delta LLC,10004,2,CAD,EQUITY,RETAINED EARNINGS,31562.99,31562.99,0.0,Match
2025-01-31,Alpha Corp,10005,6,EUR,REVENUE,EXPENSES,38578.15,38578.15,0.0,Match
2025-01-31,Gamma Inc,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,97547.69,97547.69,0.0,Match
2025-01-31,Zeta Group,10008,1,USD,INVENTORY,COST OF GOODS SOLD,12001.81,12001.81,0.0,Match
2025-01-31,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,25640.34,25640.34,0.0,Match
2025-01-31,Delta LLC,10008,1,USD,INVENTORY,COST OF GOODS SOLD,52049.0,52049.0,0.0,Match
2025-01-31,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,32133.78,32133.78,0.0,Match
2025-01-31,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,78673.72,78673.72,0.0,Match
2025-01-31,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,76202.88,76202.88,0.0,Match
2025-01-31,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,30349.39,30349.39,0.0,Match
2025-02-01,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,92809.93,92809.93,0.0,Match
2025-02-01,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,59436.29,59436.29,0.0,Match
2025-02-01,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,50455.61,50455.61,0.0,Match
2025-02-01,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,23458.29,23458.29,0.0,Match
2025-02-01,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,94928.5,94928.5,0.0,Match
2025-02-01,Zeta Group,10004,2,EUR,EQUITY,RETAINED EARNINGS,24511.01,24511.01,0.0,Match
2025-02-01,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,67960.99,67960.99,0.0,Match
2025-02-01,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,65997.77,65997.77,0.0,Match
2025-02-01,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,69360.08,69360.08,0.0,Match
2025-02-01,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,81305.96,81305.96,0.0,Match
2025-02-01,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,38896.84,38896.84,0.0,Match
2025-02-01,Beta Ltd,10007,8,EUR,BONDS,INTEREST PAYABLE,75127.76,75127.76,0.0,Match
2025-02-01,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,62190.87,62190.87,0.0,Match
2025-02-01,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,73438.88,73438.88,0.0,Match
2025-02-01,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,16414.16,16414.16,0.0,Match
2025-02-01,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,85748.64,85748.64,0.0,Match
2025-02-01,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,3928.09,3928.09,0.0,Match
2025-02-01,Beta Ltd,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,12465.33,11506.51,958.82,Break
2025-02-01,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,37135.07,37135.07,0.0,Match
2025-02-01,Zeta Group,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,76017.43,76017.43,0.0,Match
2025-02-01,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,15448.04,15448.04,0.0,Match
2025-02-01,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,91984.48,91984.48,0.0,Match
2025-02-01,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,46172.96,46172.96,0.0,Match
2025-02-01,Beta Ltd,10010,10,JPY,TAXES,ACCRUED LIABILITIES,82283.54,82283.54,0.0,Match
2025-02-02,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,3585.74,3585.74,0.0,Match
2025-02-02,Alpha Corp,10001,5,CAD,LOANS,DEFERRED COSTS,50678.52,50678.52,0.0,Match
2025-02-02,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,97547.55,97547.55,0.0,Match
2025-02-02,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,47433.0,47433.0,0.0,Match
2025-02-02,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,63706.17,63706.17,0.0,Match
2025-02-02,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,33252.31,33252.31,0.0,Match
2025-02-02,Delta LLC,10005,6,CAD,REVENUE,EXPENSES,29529.7,29529.7,0.0,Match
2025-02-02,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,66086.88,66086.88,0.0,Match
2025-02-02,Beta Ltd,10007,8,USD,BONDS,INTEREST PAYABLE,52205.52,52205.52,0.0,Match
2025-02-02,Zeta Group,10007,8,EUR,BONDS,INTEREST PAYABLE,7517.87,7517.87,0.0,Match
2025-02-02,Beta Ltd,10007,8,USD,BONDS,INTEREST PAYABLE,15109.1,15109.1,0.0,Match
2025-02-02,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,58790.24,58790.24,0.0,Match
2025-02-02,Zeta Group,10010,10,USD,TAXES,ACCRUED LIABILITIES,64000.29,63224.23,776.06,Break
2025-02-02,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,39487.99,39487.99,0.0,Match
2025-02-02,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,65273.6,65273.6,0.0,Match
2025-02-02,Beta Ltd,10010,10,JPY,TAXES,ACCRUED LIABILITIES,11041.82,11041.82,0.0,Match
2025-02-03,Zeta Group,10001,5,JPY,LOANS,DEFERRED COSTS,55082.58,55082.58,0.0,Match
2025-02-03,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,54987.88,54987.88,0.0,Match
2025-02-03,Beta Ltd,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,45658.4,45658.4,0.0,Match
2025-02-03,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,65658.93,65658.93,0.0,Match
2025-02-03,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,50168.03,50168.03,0.0,Match
2025-02-03,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,22859.3,22859.3,0.0,Match
2025-02-03,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,59713.57,59713.57,0.0,Match
2025-02-03,Delta LLC,10007,8,GBP,BONDS,INTEREST PAYABLE,80756.8,80756.8,0.0,Match
2025-02-03,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,65713.0,65713.0,0.0,Match
2025-02-03,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,92576.25,92576.25,0.0,Match
2025-02-03,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,72123.42,72123.42,0.0,Match
2025-02-03,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,28270.12,28270.12,0.0,Match
2025-02-03,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,97842.94,96897.9,945.04,Break
2025-02-03,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,59231.12,59231.12,0.0,Match
2025-02-03,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,90020.1,89028.2,991.9,Break
2025-02-03,Alpha Corp,10010,10,JPY,TAXES,ACCRUED LIABILITIES,92089.28,92089.28,0.0,Match
2025-02-04,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,14507.13,14507.13,0.0,Match
2025-02-04,Gamma Inc,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,37588.04,37588.04,0.0,Match
2025-02-04,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,27689.67,27689.67,0.0,Match
2025-02-04,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,55588.85,55588.85,0.0,Match
2025-02-04,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,42181.3,42181.3,0.0,Match
2025-02-04,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,69351.68,69351.68,0.0,Match
2025-02-04,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,49508.71,49508.71,0.0,Match
2025-02-04,Zeta Group,10005,6,USD,REVENUE,EXPENSES,80160.38,80160.38,0.0,Match
2025-02-04,Delta LLC,10005,6,GBP,REVENUE,EXPENSES,91378.03,91378.03,0.0,Match
2025-02-04,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,93832.88,92876.7,956.18,Break
2025-02-04,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,76383.68,76383.68,0.0,Match
2025-02-04,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,57905.12,57905.12,0.0,Match
2025-02-04,Beta Ltd,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,12323.05,12323.05,0.0,Match
2025-02-04,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,59730.69,58635.38,1095.31,Break
2025-02-04,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,84683.87,84683.87,0.0,Match
2025-02-04,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,61954.95,61954.95,0.0,Match
2025-02-05,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,31822.87,32345.4,-522.53,Break
2025-02-05,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,81944.75,81944.75,0.0,Match
2025-02-05,Beta Ltd,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,8073.92,9156.31,-1082.39,Break
2025-02-05,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,94766.3,94766.3,0.0,Match
2025-02-05,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,26937.97,26937.97,0.0,Match
2025-02-05,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,30126.43,30126.43,0.0,Match
2025-02-05,Zeta Group,10007,8,GBP,BONDS,INTEREST PAYABLE,30539.92,30539.92,0.0,Match
2025-02-05,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,64389.26,64389.26,0.0,Match
2025-02-05,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,5662.84,5662.84,0.0,Match
2025-02-05,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,97522.0,97522.0,0.0,Match
2025-02-06,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,14573.34,15456.3,-882.96,Break
2025-02-06,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,18365.51,18365.51,0.0,Match
2025-02-06,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,89017.75,89017.75,0.0,Match
2025-02-06,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,27742.31,27742.31,0.0,Match
2025-02-06,Gamma Inc,10004,2,CAD,EQUITY,RETAINED EARNINGS,69693.73,69693.73,0.0,Match
2025-02-06,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,32813.55,32813.55,0.0,Match
2025-02-06,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,42327.93,42327.93,0.0,Match
2025-02-06,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,77399.59,77399.59,0.0,Match
2025-02-06,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,1892.29,1892.29,0.0,Match
2025-02-06,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,99035.84,99035.84,0.0,Match
2025-02-06,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,16994.83,16994.83,0.0,Match
2025-02-07,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,53528.43,52219.12,1309.31,Break
2025-02-07,Zeta Group,10001,5,CAD,LOANS,DEFERRED COSTS,96086.43,96086.43,0.0,Match
2025-02-07,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,59761.31,59761.31,0.0,Match
2025-02-07,Gamma Inc,10001,5,JPY,LOANS,DEFERRED COSTS,7241.38,7241.38,0.0,Match
2025-02-07,Beta Ltd,10002,3,CAD,CASH,ACCOUNTS PAYABLE,87367.27,87367.27,0.0,Match
2025-02-07,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,72123.95,72123.95,0.0,Match
2025-02-07,Delta LLC,10002,3,JPY,CASH,ACCOUNTS PAYABLE,8678.46,8678.46,0.0,Match
2025-02-07,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,44074.84,43307.83,767.01,Break
2025-02-07,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,90312.39,90312.39,0.0,Match
2025-02-07,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,6927.66,6927.66,0.0,Match
2025-02-07,Gamma Inc,10004,2,GBP,EQUITY,RETAINED EARNINGS,32947.75,32947.75,0.0,Match
2025-02-07,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,65874.45,65874.45,0.0,Match
2025-02-07,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,20544.71,21538.03,-993.32,Break
2025-02-07,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,79844.46,79844.46,0.0,Match
2025-02-07,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,20923.4,20923.4,0.0,Match
2025-02-07,Zeta Group,10006,4,JPY,FIXED ASSETS,DEPRECIATION,33783.74,33783.74,0.0,Match
2025-02-07,Beta Ltd,10006,4,USD,FIXED ASSETS,DEPRECIATION,8529.7,8529.7,0.0,Match
2025-02-07,Zeta Group,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,5125.93,6395.28,-1269.35,Break
2025-02-07,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,21681.19,20880.68,800.51,Break
2025-02-07,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,92378.34,92378.34,0.0,Match
2025-02-07,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,68327.12,68327.12,0.0,Match
2025-02-08,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,11185.55,12116.13,-930.58,Break
2025-02-08,Gamma Inc,10001,5,JPY,LOANS,DEFERRED COSTS,55768.45,55768.45,0.0,Match
2025-02-08,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,83534.83,83534.83,0.0,Match
2025-02-08,Alpha Corp,10002,3,CAD,CASH,ACCOUNTS PAYABLE,15873.46,15873.46,0.0,Match
2025-02-08,Zeta Group,10002,3,EUR,CASH,ACCOUNTS PAYABLE,91883.8,91883.8,0.0,Match
2025-02-08,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,86400.12,86400.12,0.0,Match
2025-02-08,Delta LLC,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,5969.75,5969.75,0.0,Match
2025-02-08,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,53860.69,53860.69,0.0,Match
2025-02-08,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,2015.87,2015.87,0.0,Match
2025-02-08,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,70461.98,70461.98,0.0,Match
2025-02-08,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,77606.72,77606.72,0.0,Match
2025-02-08,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,42031.33,42031.33,0.0,Match
2025-02-08,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,90408.62,90408.62,0.0,Match
2025-02-08,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,12754.06,11963.24,790.82,Break
2025-02-08,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,54342.25,54342.25,0.0,Match
2025-02-08,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,85307.78,85307.78,0.0,Match
2025-02-08,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,50522.76,50522.76,0.0,Match
2025-02-08,Delta LLC,10007,8,EUR,BONDS,INTEREST PAYABLE,55027.22,55027.22,0.0,Match
2025-02-08,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,30117.06,31119.81,-1002.75,Break
2025-02-08,Beta Ltd,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,23996.27,23141.09,855.18,Break
2025-02-09,Beta Ltd,10006,4,CAD,FIXED ASSETS,DEPRECIATION,61270.25,61270.25,0.0,Match
2025-02-09,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,50202.11,50202.11,0.0,Match
2025-02-09,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,30338.19,30338.19,0.0,Match
2025-02-09,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,4210.04,4210.04,0.0,Match
2025-02-09,Delta LLC,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,44102.11,44102.11,0.0,Match
2025-02-09,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,51318.15,51318.15,0.0,Match
2025-02-09,Gamma Inc,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,47542.76,47542.76,0.0,Match
2025-02-09,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,4864.28,3879.0,985.28,Break
2025-02-10,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,40866.76,40866.76,0.0,Match
2025-02-10,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,67535.16,67535.16,0.0,Match
2025-02-10,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,12103.16,12103.16,0.0,Match
2025-02-10,Zeta Group,10001,5,JPY,LOANS,DEFERRED COSTS,66619.05,66619.05,0.0,Match
2025-02-10,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,76518.96,76518.96,0.0,Match
2025-02-10,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,32891.76,32891.76,0.0,Match
2025-02-10,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,69877.8,69877.8,0.0,Match
2025-02-10,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,90865.34,90865.34,0.0,Match
2025-02-10,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,63444.89,63444.89,0.0,Match
2025-02-10,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,46652.47,46652.47,0.0,Match
2025-02-10,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,9935.2,9935.2,0.0,Match
2025-02-10,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,74546.11,74546.11,0.0,Match
2025-02-10,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,67209.9,67209.9,0.0,Match
2025-02-10,Zeta Group,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,48914.54,49687.41,-772.87,Break
2025-02-10,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,78562.84,79558.32,-995.48,Break
2025-02-10,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,47073.16,47073.16,0.0,Match
2025-02-10,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,62077.91,62077.91,0.0,Match
2025-02-10,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,99948.52,99003.54,944.98,Break
2025-02-11,Beta Ltd,10002,3,CAD,CASH,ACCOUNTS PAYABLE,97148.91,97148.91,0.0,Match
2025-02-11,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,62678.96,62678.96,0.0,Match
2025-02-11,Gamma Inc,10002,3,EUR,CASH,ACCOUNTS PAYABLE,18973.02,18973.02,0.0,Match
2025-02-11,Gamma Inc,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,97670.0,97670.0,0.0,Match
2025-02-11,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,49738.43,49738.43,0.0,Match
2025-02-11,Alpha Corp,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,91023.09,91023.09,0.0,Match
2025-02-11,Gamma Inc,10005,6,GBP,REVENUE,EXPENSES,4351.27,4351.27,0.0,Match
2025-02-11,Beta Ltd,10005,6,CAD,REVENUE,EXPENSES,96764.43,96764.43,0.0,Match
2025-02-11,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,66099.84,66099.84,0.0,Match
2025-02-11,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,38448.09,38448.09,0.0,Match
2025-02-11,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,53323.56,53323.56,0.0,Match
2025-02-11,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,58655.51,58655.51,0.0,Match
2025-02-11,Alpha Corp,10007,8,USD,BONDS,INTEREST PAYABLE,92767.64,92767.64,0.0,Match
2025-02-11,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,32276.88,32276.88,0.0,Match
2025-02-11,Delta LLC,10007,8,JPY,BONDS,INTEREST PAYABLE,97915.98,97915.98,0.0,Match
2025-02-11,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,26235.38,26235.38,0.0,Match
2025-02-11,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,55973.44,55973.44,0.0,Match
2025-02-11,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,96147.54,95391.22,756.32,Break
2025-02-11,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,2210.07,2210.07,0.0,Match
2025-02-11,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,61977.14,61977.14,0.0,Match
2025-02-11,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,86703.79,86703.79,0.0,Match
2025-02-11,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,12357.58,13373.74,-1016.16,Break
2025-02-11,Delta LLC,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,70248.67,70248.67,0.0,Match
2025-02-11,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,13365.11,13365.11,0.0,Match
2025-02-12,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,30583.91,30583.91,0.0,Match
2025-02-12,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,3407.62,3407.62,0.0,Match
2025-02-12,Delta LLC,10002,3,JPY,CASH,ACCOUNTS PAYABLE,54907.73,54907.73,0.0,Match
2025-02-12,Beta Ltd,10002,3,CAD,CASH,ACCOUNTS PAYABLE,37072.0,37072.0,0.0,Match
2025-02-12,Alpha Corp,10002,3,JPY,CASH,ACCOUNTS PAYABLE,55521.9,55521.9,0.0,Match
2025-02-12,Zeta Group,10004,2,GBP,EQUITY,RETAINED EARNINGS,20607.83,19967.69,640.14,Break
2025-02-12,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,82699.29,82699.29,0.0,Match
2025-02-12,Alpha Corp,10004,2,USD,EQUITY,RETAINED EARNINGS,51143.17,51143.17,0.0,Match
2025-02-12,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,36279.41,36279.41,0.0,Match
2025-02-12,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,12515.82,12515.82,0.0,Match
2025-02-12,Zeta Group,10005,6,USD,REVENUE,EXPENSES,35689.62,35689.62,0.0,Match
2025-02-12,Zeta Group,10005,6,USD,REVENUE,EXPENSES,16331.83,16331.83,0.0,Match
